Window_Start,Window_End,information,ch1_avg,ch2_avg,ch1_peak,ch2_peak,peak_time
0.5779999999795109,5.577999999979511,Initial Baseline,625.3639562258461,617.5906594783339,,,
476.06200000003446,481.06200000003446,Baseline Window (5ug/ml / 5ug/ml),625.1959420836048,617.5906594783339,625.3214976947914,617.590659478334,453.0779999999795
663.9060000000754,668.9060000000754,Baseline Window (5ug/ml / 10ug/ml),625.1690339656848,617.5906594783339,625.3216528332191,617.590659478334,640.734000000055
1083.8279999999795,1088.8279999999795,Baseline Window (10ug/ml / 10ug/ml),625.1536850871793,617.5906594783339,625.3551313982457,617.590659478334,1060.8279999999795
1271.1870000000345,1276.1870000000345,Baseline Window (10ug/ml / 50ug/ml),625.1613255848018,617.5906594783339,625.3538455643471,617.590659478334,1248.2810000000754
1686.734000000055,1691.734000000055,Baseline Window (50ug/ml / 50ug/ml),625.1774097147855,617.5906594783339,625.708963820184,617.590659478334,1663.734000000055
1873.9060000000757,1878.9060000000757,Baseline Window (50ug/ml / 100ug/ml),625.1933797371399,617.5906594783339,625.7071581470175,617.590659478334,1850.9529999999795
2229.1560000000754,2234.1560000000754,Baseline Window (100ug/ml / 100ug/ml),625.2242142891613,617.5906594783339,626.0818613812281,617.590659478334,2206.3120000000345
2416.8279999999795,2421.8279999999795,Baseline Window (100ug/ml / 200ug/ml),625.2276101548069,617.5906594783339,626.0995011704193,617.590659478334,2393.7970000000205
2772.515000000014,2777.515000000014,Baseline Window (200ug/ml / 200ug/ml),625.2679942045185,617.5906594783339,626.751727684231,617.590659478334,2749.592999999993
2960.717999999993,2965.717999999993,Baseline Window (200ug/ml / 1000ug/ml),625.3897085909949,617.5906594783339,626.7570449638289,617.590659478334,2937.75
3291.6720000000205,3296.6720000000205,Baseline Window (1000ug/ml / 1000ug/ml),625.3118579855665,617.5906594783339,627.2287895216197,617.590659478334,3268.765000000014
3418.4220000000205,3423.4220000000205,Baseline Window (1000ug/ml / 1500ug/ml),627.2276970197665,617.5906594783339,627.3236937494713,617.590659478334,3395.5779999999795
3741.890000000014,3746.890000000014,Baseline Window (1500ug/ml / 1500ug/ml),625.4088086072502,617.5906594783339,627.2978070464866,617.590659478334,3719.0
3878.015000000014,3883.015000000014,Baseline Window (1500ug/ml / Final),627.3146739735465,617.5906594783339,627.433566075039,617.590659478334,3855.172000000021
4018.047000000021,4023.047000000021,Final Baseline,625.3820296152923,617.5906594783339,,,
