Window_Start,Window_End,information,ch1_avg,ch2_avg,ch1_peak,ch2_peak,peak_time
0.5620000000344589,5.562000000034459,Initial Baseline,626.6825158895377,617.8484476651539,,,
509.5779999999795,514.5779999999795,Baseline Window (5ug/ml / 5ug/ml),626.6518506789424,617.8484476651539,626.7289744752408,617.8484476651539,493.795999999973
704.905999999959,709.905999999959,Baseline Window (5ug/ml / 10ug/ml),626.6469811284054,617.8484476651539,626.7143374645419,617.8484476651539,682.655999999959
1096.905999999959,1101.905999999959,Baseline Window (10ug/ml / 10ug/ml),626.7063476537463,617.8484476651539,626.8517003225297,617.8484476651539,1074.405999999959
1293.234000000055,1298.234000000055,Baseline Window (10ug/ml / 50ug/ml),626.7157935789746,617.8484476651539,626.7244588321942,617.8484476651539,1270.8429999999937
1707.890000000014,1712.890000000014,Baseline Window (50ug/ml / 50ug/ml),626.7216835211564,617.8484476651539,627.3243438167251,617.8484476651539,1685.5929999999937
1896.109000000055,1901.109000000055,Baseline Window (50ug/ml / 100ug/ml),626.7454924178044,617.8484476651539,627.3553581063101,617.8484476651539,1873.795999999973
2258.515000000014,2263.515000000014,Baseline Window (100ug/ml / 100ug/ml),626.7435293744675,617.8484476651539,627.468498659989,617.8484476651539,2236.359000000055
2446.9529999999795,2451.9529999999795,Baseline Window (100ug/ml / 200ug/ml),626.7466141126323,617.8484476651539,627.4758306436387,617.8484476651539,2424.515000000014
2808.140000000014,2813.140000000014,Baseline Window (200ug/ml / 200ug/ml),626.7361634067057,617.8484476651539,627.7621022142046,617.8484476651539,2786.0
2997.140000000014,3002.140000000014,Baseline Window (200ug/ml / 1000ug/ml),626.7247895018226,617.8484476651539,627.756820825603,617.8484476651539,2974.8279999999795
3335.030999999959,3340.030999999959,Baseline Window (1000ug/ml / 1000ug/ml),626.7727038086429,617.8484476651539,628.1047781121842,617.8484476651539,3312.795999999973
3461.295999999973,3466.295999999973,Baseline Window (1000ug/ml / 1500ug/ml),628.084842385824,617.8484476651539,628.1673322262069,617.8484476651539,3438.75
3779.6870000000345,3784.6870000000345,Baseline Window (1500ug/ml / 1500ug/ml),626.7638416036806,617.8484476651539,628.1599106647144,617.8484476651539,3757.1870000000345
3911.390000000014,3916.390000000014,Baseline Window (1500ug/ml / Final),628.1440556219223,617.8484476651539,628.2289466091685,617.8484476651539,3888.875
4047.07799999998,4052.07799999998,Final Baseline,626.7113858920652,617.8484476651539,,,
