Window_Start,Window_End,information,ch1_avg,ch2_avg,ch1_peak,ch2_peak,peak_time
0.5779999999795109,5.577999999979511,Initial Baseline,620.3283540623751,617.5906594783339,,,
478.125,483.125,Baseline Window (5ug/ml / 5ug/ml),620.3542907524591,617.5906594783339,620.3950476595171,617.590659478334,455.4070000000065
665.375,670.375,Baseline Window (5ug/ml / 10ug/ml),620.348595454899,617.5906594783339,620.3916339254265,617.590659478334,642.469000000041
1084.109999999986,1089.109999999986,Baseline Window (10ug/ml / 10ug/ml),620.341501617799,617.5906594783339,620.419058255997,617.590659478334,1061.2029999999795
1271.234999999986,1276.234999999986,Baseline Window (10ug/ml / 50ug/ml),620.3414247470936,617.5906594783339,620.4201844507768,617.590659478334,1248.4529999999795
1686.5779999999795,1691.5779999999795,Baseline Window (50ug/ml / 50ug/ml),620.3419950570111,617.5906594783339,620.6981715313805,617.590659478334,1663.875
1874.437999999965,1879.437999999965,Baseline Window (50ug/ml / 100ug/ml),620.3438375439257,617.5906594783339,620.6972896386509,617.590659478334,1851.6720000000205
2229.891000000061,2234.891000000061,Baseline Window (100ug/ml / 100ug/ml),620.3408340401409,617.5906594783339,620.8634879035465,617.590659478334,2207.1570000000065
2417.3279999999795,2422.3279999999795,Baseline Window (100ug/ml / 200ug/ml),620.3380944516418,617.5906594783339,620.8624705169068,617.590659478334,2394.437999999965
2772.516000000061,2777.516000000061,Baseline Window (200ug/ml / 200ug/ml),620.3412405738836,617.5906594783339,620.9847750375593,617.590659478334,2749.75
2960.25,2965.25,Baseline Window (200ug/ml / 1000ug/ml),620.3160726708816,617.5906594783339,620.9769988730031,617.590659478334,2937.562999999965
3291.359999999986,3296.359999999986,Baseline Window (1000ug/ml / 1000ug/ml),620.342523285478,617.5906594783339,621.1084510309144,617.590659478334,3268.562999999965
3416.844000000041,3421.844000000041,Baseline Window (1000ug/ml / 1500ug/ml),621.1137730885806,617.5906594783339,621.2209692268009,617.590659478334,3394.062999999965
3741.844000000041,3746.844000000041,Baseline Window (1500ug/ml / 1500ug/ml),620.3232590222816,617.5906594783339,621.135530953917,617.590659478334,3719.282000000007
3878.07799999998,3883.07799999998,Baseline Window (1500ug/ml / Final),621.1467898486122,617.5906594783339,621.2814605472456,617.590659478334,3855.4379999999655
4018.4379999999655,4023.4379999999655,Final Baseline,620.3085603267331,617.5906594783339,,,
