Window_Start,Window_End,information,ch1_avg,ch2_avg,ch1_absolute_peak,ch2_absolute_peak,absolute_peak_time,ch1_peak,ch2_peak,peak_time
0.5629999999946449,5.562999999994645,Initial Baseline,-0.009320163574663335,0.0,,,,,,
475.99999999998545,480.99999999998545,Baseline Window -1 (5ug/ml / 5ug/ml),-0.08764462812920978,0.0,0.07164449939932638,0.0,392.5309999999881,0.03182138347062846,0.0,448.484999999986
501.1559999999881,506.1559999999881,Baseline Window -2 (5ug/ml / 5ug/ml),-0.00014612464442669598,0.0,0.07164449939932638,0.0,392.5309999999881,0.03182138347062846,0.0,448.484999999986
780.7969999999914,785.7969999999914,Baseline Window -1 (5ug/ml / 10ug/ml),-0.023926969335616378,0.0,0.058761358708466105,0.0,579.109999999986,0.027960714930713948,0.0,639.4689999999828
919.4219999999914,924.4219999999914,Baseline Window -2 (5ug/ml / 10ug/ml),-0.004502564297784569,0.0,0.058761358708466105,0.0,579.109999999986,0.027960714930713948,0.0,639.4689999999828
1082.5939999999828,1087.5939999999828,Baseline Window -1 (10ug/ml / 10ug/ml),-0.10619693483834756,0.0,0.09167321137738327,0.0,998.5939999999828,0.05201118248930925,0.0,1055.125
1107.3909999999742,1112.3909999999742,Baseline Window -2 (10ug/ml / 10ug/ml),-0.000788741995734199,0.0,0.09167321137738327,0.0,998.5939999999828,0.05201118248930925,0.0,1055.125
1382.9999999999854,1387.9999999999854,Baseline Window -1 (10ug/ml / 50ug/ml),-0.020633373128313388,0.0,0.09288040752312554,0.0,1186.155999999988,0.06352429584273978,0.0,1241.4219999999914
1522.3129999999946,1527.3129999999946,Baseline Window -2 (10ug/ml / 50ug/ml),-2.9701821119942906e-05,0.0,0.09288040752312554,0.0,1186.155999999988,0.06352429584273978,0.0,1241.4219999999914
1685.234999999986,1690.234999999986,Baseline Window -1 (50ug/ml / 50ug/ml),-0.07919656243692923,0.0,0.3261190093616051,0.0,1601.484999999986,0.3022620086602501,0.0,1657.4379999999946
1710.234999999986,1715.234999999986,Baseline Window -2 (50ug/ml / 50ug/ml),0.010282339789146786,0.0,0.3261190093616051,0.0,1601.484999999986,0.3022620086602501,0.0,1657.4379999999946
1958.0394999999844,1963.0394999999844,Baseline Window -1 (50ug/ml / 100ug/ml),-0.006912111957685089,0.0,0.34493111670997223,0.0,1789.0,0.3134089517652683,0.0,1847.125
2066.375,2071.375,Baseline Window -2 (50ug/ml / 100ug/ml),0.012767136532415537,0.0,0.34493111670997223,0.0,1789.0,0.3134089517652683,0.0,1847.125
2232.4999999999854,2237.4999999999854,Baseline Window -1 (100ug/ml / 100ug/ml),-0.13969586792142405,0.0,0.6233036685645175,0.0,2145.1719999999914,0.5988917746605011,0.0,2200.2189999999828
2254.375,2259.375,Baseline Window -2 (100ug/ml / 100ug/ml),0.025469433602073162,0.0,0.6233036685645175,0.0,2145.1719999999914,0.5988917746605011,0.0,2200.2189999999828
2503.655999999988,2508.655999999988,Baseline Window -1 (100ug/ml / 200ug/ml),0.013183615178218134,0.0,0.6483312381874384,0.0,2332.7029999999795,0.6078778305080732,0.0,2390.687999999994
2609.187999999994,2614.187999999994,Baseline Window -2 (100ug/ml / 200ug/ml),0.038439712635554964,0.0,0.6483312381874384,0.0,2332.7029999999795,0.6078778305080732,0.0,2390.687999999994
2775.25,2780.25,Baseline Window -1 (200ug/ml / 200ug/ml),-0.09966873888013197,0.0,1.266356980807359,0.0,2688.015999999974,1.2253239594075467,0.0,2748.4689999999828
2797.1719999999914,2802.1719999999914,Baseline Window -2 (200ug/ml / 200ug/ml),0.05725500491883752,0.0,1.266356980807359,0.0,2688.015999999974,1.2253239594075467,0.0,2748.4689999999828
3006.8439999999828,3011.8439999999828,Baseline Window -1 (200ug/ml / 1000ug/ml),0.08867094703274299,0.0,1.272969563766992,0.0,2875.75,1.2452225553486187,0.0,2935.9219999999914
3106.491999999984,3111.491999999984,Baseline Window -2 (200ug/ml / 1000ug/ml),-0.07882364427924163,0.0,1.272969563766992,0.0,2875.75,1.2452225553486187,0.0,2935.9219999999914
3294.030999999988,3299.030999999988,Baseline Window -1 (1000ug/ml / 1000ug/ml),-0.06061634791612202,0.0,1.8337025910497005,0.0,3206.625,1.7638879912889252,0.0,3263.2969999999914
3315.359999999986,3320.359999999986,Baseline Window -2 (1000ug/ml / 1000ug/ml),0.09484883345894397,0.0,1.8337025910497005,0.0,3206.625,1.7638879912889252,0.0,3263.2969999999914
3474.984999999986,3479.984999999986,Baseline Window -1 (1000ug/ml / 1500ug/ml),0.15431787202371652,0.0,1.8388737106899953,0.0,3393.515999999974,1.771107973392077,0.0,3453.8279999999795
3554.515999999974,3559.515999999974,Baseline Window -2 (1000ug/ml / 1500ug/ml),-0.03835530572504619,0.0,1.8388737106899953,0.0,3393.515999999974,1.771107973392077,0.0,3453.8279999999795
3750.062999999994,3755.062999999994,Baseline Window -1 (1500ug/ml / 1500ug/ml),-0.050489171187814465,0.0,1.9339232974017477,0.0,3657.812999999994,1.8545026784572656,0.0,3713.890999999974
3776.312999999994,3781.312999999994,Baseline Window -2 (1500ug/ml / 1500ug/ml),0.1221368990988237,0.0,1.9339232974017477,0.0,3657.812999999994,1.8545026784572656,0.0,3713.890999999974
3968.546999999992,3973.546999999992,Baseline Window -1 (1500ug/ml / Final),0.13291482722589384,0.0,1.9358223494464255,0.0,3855.968999999983,1.851137159557311,0.0,3916.0
4014.890999999974,4019.890999999974,Baseline Window -2 (1500ug/ml / Final),0.11585015837910564,0.0,1.9358223494464255,0.0,3855.968999999983,1.851137159557311,0.0,3916.0
4017.390999999974,4022.390999999974,Final Baseline,0.1138924412187862,0.0,,,,,,
