Window_Start,Window_End,information,ch1_avg,ch2_avg,ch1_absolute_peak,ch2_absolute_peak,absolute_peak_time,ch1_peak,ch2_peak,peak_time
0.5,5.5,Initial Baseline,628.8048644282701,617.8484476651539,,,,,,
482.5629999999946,487.5629999999946,Baseline Window (5ug/ml / 5ug/ml),628.6311960116352,617.8484476651539,628.7950998649004,617.8484476651539,399.0319999999992,628.7616054107485,617.8484476651539,459.625
670.8129999999946,675.8129999999946,Baseline Window (5ug/ml / 10ug/ml),628.6416390000721,617.8484476651539,628.7878781670898,617.8484476651539,586.7350000000006,628.7647859936017,617.8484476651539,647.890999999996
1093.9850000000006,1098.9850000000006,Baseline Window (10ug/ml / 10ug/ml),628.6489659201351,617.8484476651539,628.8414452002834,617.8484476651539,1009.578999999998,628.8153349333663,617.8484476651539,1071.015999999996
1282.5,1287.5,Baseline Window (10ug/ml / 50ug/ml),628.651239297417,617.8484476651539,628.8361703615338,617.8484476651539,1198.718999999997,628.8146830185229,617.8484476651539,1259.578999999998
1703.3600000000006,1708.3600000000006,Baseline Window (50ug/ml / 50ug/ml),628.6764298327121,617.8484476651539,629.1751763738321,617.8484476651539,1619.0,629.1557808731449,617.8484476651539,1680.468999999997
1891.703999999998,1896.703999999998,Baseline Window (50ug/ml / 100ug/ml),628.6758738421522,617.8484476651539,629.1772705312459,617.8484476651539,1809.093999999997,629.1549020805782,617.8484476651539,1868.75
2250.0469999999987,2255.0469999999987,Baseline Window (100ug/ml / 100ug/ml),628.692342744847,617.8484476651539,629.6127484752776,617.8484476651539,2166.0,629.6009774670412,617.8484476651539,2227.1569999999992
2438.3439999999973,2443.3439999999973,Baseline Window (100ug/ml / 200ug/ml),628.687948569121,617.8484476651539,629.6339038353717,617.8484476651539,2354.265999999996,629.5835605737673,617.8484476651539,2415.312999999994
2796.5939999999973,2801.5939999999973,Baseline Window (200ug/ml / 200ug/ml),628.7032556091879,617.8484476651539,630.0788383240044,617.8484476651539,2712.75,630.0202321158235,617.8484476651539,2773.687999999994
2984.9069999999992,2989.9069999999992,Baseline Window (200ug/ml / 1000ug/ml),628.7945103873836,617.8484476651539,630.0798922951467,617.8484476651539,2901.062999999994,630.0415468290178,617.8484476651539,2962.0
3320.0469999999987,3325.0469999999987,Baseline Window (1000ug/ml / 1000ug/ml),628.7233613626968,617.8484476651539,630.3946289688533,617.8484476651539,3234.2969999999987,630.292086077567,617.8484476651539,3297.140999999996
3508.5469999999987,3513.5469999999987,Baseline Window (1000ug/ml / 1500ug/ml),628.8065930517561,617.8484476651539,630.4025719239909,617.8484476651539,3423.1569999999992,630.3008909530121,617.8484476651539,3485.640999999996
3766.1100000000006,3771.1100000000006,Baseline Window (1500ug/ml / 1500ug/ml),628.7270729327812,617.8484476651539,630.4864246087442,617.8484476651539,3680.6100000000006,630.3330933605138,617.8484476651539,3743.1100000000006
3958.8600000000006,3963.8600000000006,Baseline Window (1500ug/ml / Final),628.7507614278751,617.8484476651539,630.4884377033641,617.8484476651539,3873.703999999998,630.3520642950076,617.8484476651539,3935.937999999994
4031.1569999999992,4036.1569999999992,Final Baseline,628.7554752263393,617.8484476651539,,,,,,
