conc,ch1
0.5,0.04798106356243448
1.5,0.048579841533263446
2.5,0.04962054155626072
3.5,0.05105411721068909
4.5,0.05285130576557928
5.5,0.0549909564326958
6.5,0.05745626890713518
7.5,0.06023310434121987
8.5,0.06330908883101682
9.5,0.06667308531149829
10.5,0.07031485944983773
11.5,0.07422485706622584
12.5,0.07839405001140798
13.5,0.08281382625524603
14.5,0.08747590970971175
15.5,0.09237230072083835
16.5,0.09749523132436111
17.5,0.1028371312883678
18.5,0.10839060218781782
19.5,0.11414839755454564
20.5,0.1201034076833647
21.5,0.12624864804481106
22.5,0.13257725051542701
23.5,0.1390824568233766
24.5,0.14575761374363472
25.5,0.15259616967826295
26.5,0.15959167233351712
27.5,0.16673776726369693
28.5,0.17402819709657869
29.5,0.181456801290387
30.5,0.18901751629999275
31.5,0.19670437605212765
32.5,0.20451151264723677
33.5,0.2124331572200291
34.5,0.2204636409026397
35.5,0.2285973958440668
36.5,0.23682895624765532
37.5,0.245152959395172
38.5,0.25356414663169247
39.5,0.26205736429033455
40.5,0.270627564539929
41.5,0.27926980614218766
42.5,0.2879792551078837
43.5,0.2967511852440785
44.5,0.3055809785866037
45.5,0.31446412571385096
46.5,0.32339622593952133
47.5,0.33237298738334187
48.5,0.34139022691992515
49.5,0.3504438700069312
50.5,0.3595299503945457
51.5,0.3686446097189875
52.5,0.3777840969833546
53.5,0.38694476792961763
54.5,0.3961230843059682
55.5,0.4053156130340507
56.5,0.4145190252808679
57.5,0.4237300954403389
58.5,0.43294570002962796
59.5,0.44216281650545297
60.5,0.4513785220056261
61.5,0.4605899920211032
62.5,0.46979449900377723
63.5,0.47898941091522085
64.5,0.488172189721495
65.5,0.4973403898390507
66.5,0.5064916565366393
67.5,0.5156237242980113
68.5,0.524734415150047
69.5,0.53382163696081
70.5,0.5428833817118464
71.5,0.5519177237488966
72.5,0.5609228180150001
73.5,0.5698968982698112
74.5,0.5788382752987493
75.5,0.5877453351154416
76.5,0.5966165371607266
77.5,0.6054504125013125
78.5,0.614245562031003
79.5,0.6230006546772313
80.5,0.6317144256154683
81.5,0.6403856744939072
82.5,0.6490132636706503
83.5,0.6575961164654816
84.5,0.666133215428135
85.5,0.6746236006248301
86.5,0.6830663679446929
87.5,0.6914606674275514
88.5,0.6998057016144441
89.5,0.7081007239220642
90.5,0.716345037042236
91.5,0.7245379913673957
92.5,0.7326789834429468
93.5,0.7407674544472405
94.5,0.7488028886998472
95.5,0.7567848121986711
96.5,0.7647127911863825
97.5,0.7725864307465529
98.5,0.7804053734297951
99.5,0.7881692979101371
100.5,0.7958779176717903
101.5,0.8035309797264021
102.5,0.8111282633608232
103.5,0.818669578915364
104.5,0.8261547665924585
105.5,0.8335836952956059
106.5,0.8409562614984197
107.5,0.8482723881435585
108.5,0.8555320235712932
109.5,0.8627351404774133
110.5,0.8698817349001545
111.5,0.8769718252357951
112.5,0.8840054512825428
113.5,0.8909826733123141
114.5,0.8979035711699846
115.5,0.904768243399667
116.5,0.9115768063975649
117.5,0.9183293935909314
118.5,0.9250261546426483
119.5,0.9316672546809337
120.5,0.9382528735536808
121.5,0.9447832051069135
122.5,0.9512584564868517
123.5,0.9576788474650652
124.5,0.9640446097861958
125.5,0.9703559865377319
126.5,0.9766132315413056
127.5,0.9828166087649975
128.5,0.9889663917561285
129.5,0.995062863094021
130.5,1.0011063138622158
131.5,1.0070970431396367
132.5,1.0130353575101987
133.5,1.0189215705903587
134.5,1.0247560025741163
135.5,1.0305389797949762
136.5,1.036270834304399
137.5,1.0419519034662552
138.5,1.0475825295668288
139.5,1.0531630594399048
140.5,1.0586938441064981
141.5,1.0641752384287728
142.5,1.0696076007777313
143.5,1.0749912927142382
144.5,1.0803266786829697
145.5,1.0856141257188816
146.5,1.0908540031657954
147.5,1.0960466824067154
148.5,1.1011925366054995
149.5,1.106291940459508
150.5,1.111345269962872
151.5,1.1163529021800314
152.5,1.121315215029188
153.5,1.1262325870753533
154.5,1.1311053973326524
155.5,1.1359340250755716
156.5,1.1407188496588405
157.5,1.145460250345648
158.5,1.1501586061438962
159.5,1.1548142956502145
160.5,1.1594276969014516
161.5,1.1639991872333812
162.5,1.1685291431463587
163.5,1.1730179401776795
164.5,1.1774659527803888
165.5,1.1818735542083119
166.5,1.186241116407067
167.5,1.1905690099108437
168.5,1.1948576037447265
169.5,1.1991072653323558
170.5,1.2033183604087219
171.5,1.2074912529378967
172.5,1.2116263050355118
173.5,1.2157238768957992
174.5,1.2197843267230164
175.5,1.2238080106670828
176.5,1.2277952827632639
177.5,1.2317464948757353
178.5,1.2356619966448807
179.5,1.2395421354381635
180.5,1.2433872563044326
181.5,1.2471977019315217
182.5,1.2509738126070034
183.5,1.2547159261819694
184.5,1.2584243780377107
185.5,1.2620995010551748
186.5,1.2657416255870828
187.5,1.2693510794325913
188.5,1.2729281878143923
189.5,1.2764732733581452
190.5,1.2799866560741333
191.5,1.283468653341057
192.5,1.2869195798918605
193.5,1.2903397478015028
194.5,1.2937294664765893
195.5,1.2970890426467712
196.5,1.3004187803578435
