Window_Start,Window_End,information,ch1_avg,ch2_avg,ch1_peak,ch2_peak,peak_time
0.5,5.5,Initial Baseline,624.5936981899717,650.4740042576127,,,
481.2029999999795,486.2029999999795,Baseline Window (5ug/ml / 5ug/ml),624.5201816983217,650.4740042576128,624.6559525790861,650.4740042576128,458.06199999997625
670.4369999999763,675.4369999999763,Baseline Window (5ug/ml / 10ug/ml),624.5197668536266,650.4740042576128,624.6509264201414,650.4740042576128,647.2339999999967
1092.75,1097.75,Baseline Window (10ug/ml / 10ug/ml),624.5401549119139,650.4740042576128,624.6986933278312,650.4740042576128,1069.5310000000172
1282.5779999999795,1287.5779999999795,Baseline Window (10ug/ml / 50ug/ml),624.5248683455889,650.4740042576128,624.7112184987112,650.4740042576128,1259.3279999999795
1705.8279999999795,1710.8279999999795,Baseline Window (50ug/ml / 50ug/ml),624.5704943833362,650.4740042576128,625.1647975964852,650.4740042576128,1682.5929999999937
1894.4369999999765,1899.4369999999765,Baseline Window (50ug/ml / 100ug/ml),624.5872414326179,650.4740042576128,625.1775718652484,650.4740042576128,1871.125
2257.2029999999795,2262.2029999999795,Baseline Window (100ug/ml / 100ug/ml),624.611214857169,650.4740042576128,625.5786208735066,650.4740042576128,2233.9529999999795
2445.031000000017,2450.031000000017,Baseline Window (100ug/ml / 200ug/ml),624.6488038699271,650.4740042576128,625.5857958089769,650.4740042576128,2422.0
2807.765000000014,2812.765000000014,Baseline Window (200ug/ml / 200ug/ml),624.7026888505139,650.4740042576128,625.9812081308911,650.4740042576128,2784.545999999973
2996.3119999999763,3001.3119999999763,Baseline Window (200ug/ml / 1000ug/ml),624.7572768846153,650.4740042576128,626.012826830728,650.4740042576128,2973.140000000014
3333.0779999999795,3338.0779999999795,Baseline Window (1000ug/ml / 1000ug/ml),624.7340318604755,650.4740042576128,626.3572443828006,650.4740042576128,3309.842999999993
3459.9529999999795,3464.9529999999795,Baseline Window (1000ug/ml / 1500ug/ml),626.3555127825923,650.4740042576128,626.4273295600783,650.4740042576128,3436.717999999993
3778.765000000014,3783.765000000014,Baseline Window (1500ug/ml / 1500ug/ml),624.7601626874085,650.4740042576128,626.4586177429126,650.4740042576128,3755.515000000014
3908.6089999999967,3913.6089999999967,Baseline Window (1500ug/ml / Final),626.4307524074566,650.4740042576128,626.5111738749771,650.4740042576128,3885.765000000014
4043.3589999999967,4048.3589999999967,Final Baseline,624.7871473563899,650.4740042576127,,,
