Window_Start,Window_End,information,ch1_avg,ch2_avg,ch1_peak,ch2_peak,peak_time
0.5929999999934807,5.592999999993481,Initial Baseline,625.1318197557962,617.5906594783339,,,
475.81200000003446,480.81200000003446,Baseline Window (5ug/ml / 5ug/ml),624.9373776975004,617.5906594783339,625.072192450946,617.590659478334,453.125
663.530999999959,668.530999999959,Baseline Window (5ug/ml / 10ug/ml),624.9221141482698,617.5906594783339,625.0617521909,617.590659478334,640.795999999973
1082.640000000014,1087.640000000014,Baseline Window (10ug/ml / 10ug/ml),624.9148262078326,617.5906594783339,625.0864150036713,617.590659478334,1059.984000000055
1270.390000000014,1275.390000000014,Baseline Window (10ug/ml / 50ug/ml),624.9028240143326,617.5906594783339,625.0808509069611,617.590659478334,1247.5620000000345
1686.155999999959,1691.155999999959,Baseline Window (50ug/ml / 50ug/ml),624.9350232405083,617.5906594783339,625.4452135170636,617.590659478334,1663.405999999959
1873.390000000014,1878.390000000014,Baseline Window (50ug/ml / 100ug/ml),624.9491537070013,617.5906594783339,625.4487778742215,617.590659478334,1850.670999999973
2230.0779999999795,2235.0779999999795,Baseline Window (100ug/ml / 100ug/ml),624.9741958121423,617.5906594783339,625.88315693322,617.590659478334,2207.217999999993
2417.6870000000345,2422.6870000000345,Baseline Window (100ug/ml / 200ug/ml),624.989264077512,617.5906594783339,625.8808584812334,617.590659478334,2394.890000000014
2772.592999999993,2777.592999999993,Baseline Window (200ug/ml / 200ug/ml),625.0325128098781,617.5906594783339,626.494599442558,617.590659478334,2750.030999999959
2960.140000000014,2965.140000000014,Baseline Window (200ug/ml / 1000ug/ml),625.1117014157683,617.5906594783339,626.5076250094545,617.590659478334,2937.467999999993
3291.3279999999795,3296.3279999999795,Baseline Window (1000ug/ml / 1000ug/ml),625.0851264987283,617.5906594783339,626.9107182968196,617.590659478334,3268.8120000000345
3416.905999999959,3421.905999999959,Baseline Window (1000ug/ml / 1500ug/ml),626.8972358539728,617.5906594783339,626.9856356540864,617.590659478334,3394.217999999993
3742.515000000014,3747.515000000014,Baseline Window (1500ug/ml / 1500ug/ml),625.1571140488039,617.5906594783339,626.9617776093451,617.590659478334,3719.9679999999935
3879.655999999959,3884.655999999959,Baseline Window (1500ug/ml / Final),626.9742514981552,617.5906594783339,627.061995520987,617.590659478334,3857.030999999959
4018.390000000014,4023.390000000014,Final Baseline,625.1347643195521,617.5906594783339,,,
