conc,ch1
0.5,0.04083436179526867
1.5,0.04223736068607886
2.5,0.04432388375226237
3.5,0.046941753856470925
4.5,0.05000988757873559
5.5,0.053473971145017174
6.5,0.057293447865771396
7.5,0.061435998177937545
8.5,0.0658747261724486
9.5,0.07058655119145207
10.5,0.07555121215277105
11.5,0.08075061383673665
12.5,0.086168377740788
13.5,0.09178952208336244
14.5,0.09760022693046744
15.5,0.10358765743634701
16.5,0.1097398279378976
17.5,0.11604549548744214
18.5,0.12249407505072418
19.5,0.1290755709427458
20.5,0.13578052062856782
21.5,0.14259994807238852
22.5,0.14952532455177647
23.5,0.156548535373507
24.5,0.16366185130187993
25.5,0.17085790378451904
26.5,0.17812966326417912
27.5,0.1854704200181172
28.5,0.1928737670830012
29.5,0.20033358491282338
30.5,0.20784402748671993
31.5,0.21539950963796284
32.5,0.22299469541827954
33.5,0.23062448734572483
34.5,0.2382840164115918
35.5,0.24596863274377112
36.5,0.25367389684169894
37.5,0.26139557131244606
38.5,0.2691296130492602
39.5,0.27687216580351204
40.5,0.28461955310891196
41.5,0.2923682715234004
42.5,0.30011498415951143
43.5,0.30785651447848617
44.5,0.31558984032712845
45.5,0.32331208819948065
46.5,0.33102052770797674
47.5,0.3387125662508681
48.5,0.3463857438645108
49.5,0.3540377282506004
50.5,0.36166630996967974
51.5,0.3692693977932944
52.5,0.37684501420804173
53.5,0.3843912910654814
54.5,0.3919064653724873
55.5,0.3993888752171302
56.5,0.40683695582559753
57.5,0.4142492357460199
58.5,0.42162433315536074
59.5,0.42896095228577946
60.5,0.436257879967084
61.5,0.4435139822820592
62.5,0.45072820133160807
63.5,0.45789955210676414
64.5,0.4650271194647352
65.5,0.47211005520623595
66.5,0.4791475752514335
67.5,0.48613895691190767
68.5,0.49308353625607937
69.5,0.499980705565617
70.5,0.506829910880382
71.5,0.5136306496295088
72.5,0.5203824683462727
73.5,0.5270849604644211
74.5,0.5337377641936966
75.5,0.5403405604723087
76.5,0.5468930709941515
77.5,0.5533950563086032
78.5,0.559846313990773
79.5,0.5662466768801088
80.5,0.5725960113853039
81.5,0.5788942158534912
82.5,0.5851412190017378
83.5,0.5913369784089039
84.5,0.5974814790659618
85.5,0.603574731982908
86.5,0.6096167728504486
87.5,0.6156076607546705
88.5,0.6215474769429551
89.5,0.6274363236394305
90.5,0.6332743229082959
91.5,0.639061615563398
92.5,0.6447983601224743
93.5,0.6504847318045185
94.5,0.6561209215687692
95.5,0.6617071351938546
96.5,0.6672435923956729
97.5,0.6727305259826216
98.5,0.6781681810468339
99.5,0.6835568141901107
100.5,0.6888966927832842
101.5,0.6941880942577796
102.5,0.6994313054281798
103.5,0.7046266218446378
104.5,0.7097743471740118
105.5,0.7148747926086393
106.5,0.7199282763016944
107.5,0.7249351228281116
108.5,0.7298956626700903
109.5,0.7348102317262266
110.5,0.7396791708433491
111.5,0.7445028253701719
112.5,0.7492815447318993
113.5,0.7540156820249562
114.5,0.7587055936310358
115.5,0.7633516388496977
116.5,0.7679541795487607
117.5,0.7725135798317758
118.5,0.7770302057218814
119.5,0.7815044248613706
120.5,0.7859366062263252
121.5,0.7903271198556933
122.5,0.794676336594212
123.5,0.7989846278485967
124.5,0.8032523653564402
125.5,0.8074799209672894
126.5,0.8116676664353804
127.5,0.81581597322354
128.5,0.8199252123177744
129.5,0.8239957540520868
130.5,0.8280279679430843
131.5,0.8320222225339485
132.5,0.835978885247364
133.5,0.8398983222470098
134.5,0.8437808983072418
135.5,0.8476269766906023
136.5,0.8514369190328086
137.5,0.8552110852348886
138.5,0.858949833362144
139.5,0.8626535195496297
140.5,0.8663224979138614
141.5,0.8699571204704594
142.5,0.8735577370574655
143.5,0.8771246952640659
144.5,0.8806583403644737
145.5,0.8841590152567282
146.5,0.8876270604061868
147.5,0.8910628137934802
148.5,0.8944666108667273
149.5,0.8978387844978043
150.5,0.9011796649424724
151.5,0.9044895798041798
152.5,0.9077688540013605
153.5,0.9110178097380563
154.5,0.9142367664777018
155.5,0.9174260409199118
156.5,0.9205859469801259
157.5,0.9237167957719628
158.5,0.9268188955921477
159.5,0.9298925519078836
160.5,0.932938067346536
161.5,0.9359557416875162
162.5,0.9389458718562429
163.5,0.9419087519200752
164.5,0.9448446730861092
165.5,0.9477539237007393
166.5,0.9506367892508872
167.5,0.9534935523668057
168.5,0.9563244928263701
169.5,0.9591298875607728
170.5,0.9619100106615399
171.5,0.9646651333887959
172.5,0.9673955241806975
173.5,0.9701014486639736
174.5,0.972783169665498
175.5,0.9754409472248358
176.5,0.9780750386076991
177.5,0.9806856983202565
178.5,0.9832731781242399
179.5,0.9858377270527939
180.5,0.9883795914270215
181.5,0.9908990148731729
182.5,0.9933962383404367
183.5,0.995871500119285
184.5,0.9983250358603344
185.5,1.000757078593682
186.5,1.0031678587486768
187.5,1.0055576041740948
188.5,1.0079265401586792
189.5,1.0102748894520157
190.5,1.012602872285711
191.5,1.0149107063948455
192.5,1.0171986070396728
193.5,1.0194667870275378
194.5,1.0217154567349882
195.5,1.0239448241300597
196.5,1.0261550947947038
197.5,1.0283464719473467
198.5,1.0305191564655496
199.5,1.0326733469087572
200.5,1.0348092395411148
201.5,1.036927028354332
202.5,1.0390269050905854
203.5,1.041109059265435
204.5,1.0431736781907477
205.5,1.0452209469976077
206.5,1.0472510486592057
207.5,1.0492641640136906
208.5,1.0512604717869745
209.5,1.0532401486154792
210.5,1.055203369068813
211.5,1.0571503056723701
212.5,1.0590811289298419
213.5,1.0609960073456302
214.5,1.0628951074471584
215.5,1.0647785938070693
216.5,1.0666466290653043
217.5,1.0684993739510573
218.5,1.0703369873045956
219.5,1.0721596260989443
220.5,1.0739674454614283
221.5,1.0757605986950654
222.5,1.0775392372998065
223.5,1.0793035109936229
224.5,1.0810535677334276
225.5,1.0827895537358374
226.5,1.084511613497765
227.5,1.0862198898168411
