Window_Start,Window_End,information,ch1_avg,ch2_avg,ch1_absolute_peak,ch2_absolute_peak,absolute_peak_time,ch1_peak,ch2_peak,peak_time
0.5,5.5,Initial Baseline,-0.010667646490213024,0.0,,,,,,
472.265000000014,477.265000000014,Baseline Window - 1 (5ug/ml / 5ug/ml),-0.043182898511946295,0.0,0.06184011146103785,0.0,396.3429999999935,0.0534753388047875,0.0,455.765000000014
480.882500000007,485.882500000007,Baseline Window - 2 (5ug/ml / 5ug/ml),-0.08090905318720963,0.0,0.06184011146103785,0.0,396.3429999999935,0.0534753388047875,0.0,455.765000000014
662.0779999999795,667.0779999999795,Baseline Window - 1 (5ug/ml / 10ug/ml),-0.03831284099537831,0.0,0.07011760769285047,0.0,586.0929999999935,0.047407070487452074,0.0,642.045999999973
766.5779999999795,771.5779999999795,Baseline Window - 2 (5ug/ml / 10ug/ml),-0.03349774712777991,0.0,0.07011760769285047,0.0,586.0929999999935,0.047407070487452074,0.0,642.045999999973
1084.0929999999937,1089.0929999999937,Baseline Window - 1 (10ug/ml / 10ug/ml),-0.021783788776534654,0.0,0.12335321054194992,0.0,1009.1869999999764,0.09900514919979742,0.0,1067.2339999999967
1092.5854999999865,1097.5854999999865,Baseline Window - 2 (10ug/ml / 10ug/ml),-0.06233491555265244,0.0,0.12335321054194992,0.0,1009.1869999999764,0.09900514919979742,0.0,1067.2339999999967
1273.0,1278.0,Baseline Window - 1 (10ug/ml / 50ug/ml),-0.014670140744108133,0.0,0.12460889895669425,0.0,1197.75,0.10648281658382075,0.0,1254.7179999999937
1388.3429999999937,1393.3429999999937,Baseline Window - 2 (10ug/ml / 50ug/ml),-0.02760999194718833,0.0,0.12460889895669425,0.0,1197.75,0.10648281658382075,0.0,1254.7179999999937
1697.4369999999765,1702.4369999999765,Baseline Window - 1 (50ug/ml / 50ug/ml),0.021709781509504384,0.0,0.5701492705591136,0.0,1621.9529999999795,0.5579038675421089,0.0,1677.9839999999967
1703.4839999999967,1708.4839999999967,Baseline Window - 2 (50ug/ml / 50ug/ml),0.002795630017384182,0.0,0.5701492705591136,0.0,1621.9529999999795,0.5579038675421089,0.0,1677.9839999999967
1882.5929999999933,1887.5929999999933,Baseline Window - 1 (50ug/ml / 100ug/ml),0.007092064007953441,0.0,0.5812540222043481,0.0,1810.5929999999933,0.5698505965824552,0.0,1866.8119999999765
1975.1869999999765,1980.1869999999765,Baseline Window - 2 (50ug/ml / 100ug/ml),0.017722278263136104,0.0,0.5812540222043481,0.0,1810.5929999999933,0.5698505965824552,0.0,1866.8119999999765
2247.3279999999795,2252.3279999999795,Baseline Window - 1 (100ug/ml / 100ug/ml),0.07264837500614409,0.0,0.9638773236885072,0.0,2173.531000000017,0.9810138996481328,0.0,2231.0619999999763
2256.007499999978,2261.007499999978,Baseline Window - 2 (100ug/ml / 100ug/ml),0.025968567360818644,0.0,0.9638773236885072,0.0,2173.531000000017,0.9810138996481328,0.0,2231.0619999999763
2437.8119999999763,2442.8119999999763,Baseline Window - 1 (100ug/ml / 200ug/ml),0.04497916378674665,0.0,0.9764234289503975,0.0,2361.7339999999967,0.9797384365818971,0.0,2418.0
2522.25,2527.25,Baseline Window - 2 (100ug/ml / 200ug/ml),0.07604239019608083,0.0,0.9764234289503975,0.0,2361.7339999999967,0.9797384365818971,0.0,2418.0
2797.0619999999763,2802.0619999999763,Baseline Window - 1 (200ug/ml / 200ug/ml),0.13104035769067515,0.0,1.4028946761188763,0.0,2723.0779999999795,1.3896855363681198,0.0,2784.265000000014
2808.0230000000156,2813.0230000000156,Baseline Window - 2 (200ug/ml / 200ug/ml),0.09589386980577702,0.0,1.4028946761188763,0.0,2723.0779999999795,1.3896855363681198,0.0,2784.265000000014
2996.015000000014,3001.015000000014,Baseline Window - 1 (200ug/ml / 1000ug/ml),0.154263560475556,0.0,1.4145990306525391,0.0,2912.7029999999795,1.4084609942659654,0.0,2973.140000000014
3033.015000000014,3038.015000000014,Baseline Window - 2 (200ug/ml / 1000ug/ml),0.14438331937341953,0.0,1.4145990306525391,0.0,2912.7029999999795,1.4084609942659654,0.0,2973.140000000014
3322.670999999973,3327.670999999973,Baseline Window - 1 (1000ug/ml / 1000ug/ml),0.1708942208538581,0.0,1.8114229537679876,0.0,3247.3279999999795,1.7475139374677156,0.0,3308.125
3332.5229999999865,3337.5229999999865,Baseline Window - 2 (1000ug/ml / 1000ug/ml),0.13419589666126044,0.0,1.8114229537679876,0.0,3247.3279999999795,1.7475139374677156,0.0,3308.125
3521.9529999999795,3526.9529999999795,Baseline Window - 1 (1000ug/ml / 1500ug/ml),0.19930498301515426,0.0,1.822508822157829,0.0,3436.4369999999763,1.7690182190087853,0.0,3498.1869999999763
3555.9994999999763,3560.9994999999763,Baseline Window - 2 (1000ug/ml / 1500ug/ml),1.5085509741649175,0.0,1.822508822157829,0.0,3436.4369999999763,1.7690182190087853,0.0,3498.1869999999763
3767.75,3772.75,Baseline Window - 1 (1500ug/ml / 1500ug/ml),0.20241545367062988,0.0,1.8950251982606687,0.0,3692.5,1.8353617643398366,0.0,3754.95299999998
3780.8744999999763,3785.8744999999763,Baseline Window - 2 (1500ug/ml / 1500ug/ml),0.13901692851907363,0.0,1.8950251982606687,0.0,3692.5,1.8353617643398366,0.0,3754.95299999998
3963.9679999999935,3968.9679999999935,Baseline Window - 1 (1500ug/ml / Final),0.19388744956263373,0.0,1.9090710328910063,0.0,3885.20299999998,1.8478801821497655,0.0,3948.265000000014
3980.265000000014,3985.265000000014,Baseline Window - 2 (1500ug/ml / Final),0.1053700815873058,0.0,1.9090710328910063,0.0,3885.20299999998,1.8478801821497655,0.0,3948.265000000014
4043.3589999999967,4048.3589999999967,Final Baseline,0.182781519927927,0.0,,,,,,
