time,conc
329,5ug/ml-1
518,5ug/ml-2
942,10ug/ml-1
1131,10ug/ml-2
1552,50ug/ml-1
1741,50ug/ml-2
2103,100ug/ml-1
2292,100ug/ml-2
2652,200ug/ml-1
2841,200ug/ml-2
3177,1000ug/ml-1
3365,1000ug/ml-2
3623,1500ug/ml-1
3817,1500ug/ml-2
