conc,ch1
0.5,0.04564894603867242
1.5,0.04722304053607229
2.5,0.049557233444776916
3.5,0.052480661806136863
4.5,0.055902413542161744
5.5,0.05976163263065226
6.5,0.06401289630385665
7.5,0.0686200186328636
8.5,0.07355289475326687
9.5,0.07878569787981049
10.5,0.0842957637117363
11.5,0.09006285825524607
12.5,0.09606867489776261
13.5,0.10229647614870929
14.5,0.10873083068954026
15.5,0.11535741546603329
16.5,0.12216286348728622
17.5,0.12913464454813228
18.5,0.13626097017349248
19.5,0.14353071671128026
20.5,0.1509333622415825
21.5,0.15845893415253265
22.5,0.16609796505447338
23.5,0.1738414552854768
24.5,0.18168084068021662
25.5,0.18960796458079243
26.5,0.19761505329565887
27.5,0.20569469438387333
28.5,0.21383981727194956
29.5,0.22204367581053663
30.5,0.23029983245567642
31.5,0.23860214382004208
32.5,0.24694474738737582
33.5,0.25532204922133617
34.5,0.2637287125303114
35.5,0.27215964697416073
36.5,0.28060999861856395
37.5,0.289075140458678
38.5,0.297550663446851
39.5,0.3060323679698391
40.5,0.3145162557297476
41.5,0.32299852199015033
42.5,0.3314755481548115
43.5,0.3399438946513913
44.5,0.3484002940966011
45.5,0.3568416447226943
46.5,0.36526500404801365
47.5,0.37366758277666845
48.5,0.3820467389143998
49.5,0.390399972089319
50.5,0.3987249180675878
51.5,0.4070193434552505
52.5,0.4152811405783863
53.5,0.4235083225345484
54.5,0.4316990184091336
55.5,0.4398514686508712
56.5,0.4479640206011084
57.5,0.45603512417194225
58.5,0.4640633276685955
59.5,0.4720472737516963
60.5,0.4799856955353661
61.5,0.48787741281720853
62.5,0.495721328436471
63.5,0.5035164247567798
64.5,0.5112617602699876
65.5,0.5189564663177679
66.5,0.5265997439276936
67.5,0.5341908607606131
68.5,0.5417291481662185
69.5,0.5492139983437648
70.5,0.5566448616049663
71.5,0.5640212437361486
72.5,0.5713427034568009
73.5,0.5786088499717186
74.5,0.5858193406139824
75.5,0.5929738785760732
76.5,0.6000722107264673
77.5,0.6071141255091159
78.5,0.6140994509232502
79.5,0.6210280525810181
80.5,0.6278998318404968
81.5,0.634714724011683
82.5,0.6414726966331101
83.5,0.6481737478167956
84.5,0.6548179046592661
85.5,0.6614052217164702
86.5,0.6679357795404283
87.5,0.6744096832755282
88.5,0.6808270613124232
89.5,0.6871880639975428
90.5,0.693492862396274
91.5,0.6997416471079246
92.5,0.7059346271306318
93.5,0.7120720287744249
94.5,0.7181540946207053
95.5,0.7241810825264553
96.5,0.7301532646715324
97.5,0.7360709266474614
98.5,0.7419343665861746
99.5,0.7477438943272061
100.5,0.7534998306218871
101.5,0.7592025063731345
102.5,0.7648522619094728
103.5,0.7704494462919703
104.5,0.775994416652813
105.5,0.7814875375642832
106.5,0.7869291804369507
107.5,0.7923197229459227
108.5,0.7976595484840397
109.5,0.8029490456409405
110.5,0.8081886077069603
111.5,0.8133786322008575
112.5,0.8185195204204048
113.5,0.823611677014909
114.5,0.828655509578765
115.5,0.8336514282651725
116.5,0.8385998454191849
117.5,0.8435011752292827
118.5,0.848355833396698
119.5,0.8531642368217448
120.5,0.8579268033064359
121.5,0.8626439512726959
122.5,0.8673160994955057
123.5,0.8719436668503383
124.5,0.8765270720742712
125.5,0.8810667335401852
126.5,0.8855630690434801
127.5,0.890016495600759
128.5,0.8944274292599617
129.5,0.8987962849214369
130.5,0.903123476169474
131.5,0.9074094151138249
132.5,0.911654512240773
133.5,0.9158591762733181
134.5,0.9200238140400684
135.5,0.9241488303524401
136.5,0.9282346278897925
137.5,0.9322816070921295
138.5,0.9362901660600214
139.5,0.9402607004614126
140.5,0.9441936034449953
141.5,0.9480892655598404
142.5,0.9519480746809917
143.5,0.9557704159407444
144.5,0.9595566716653304
145.5,0.9633072213167594
146.5,0.9670224414395622
147.5,0.9707027056122001
148.5,0.9743483844029133
149.5,0.9779598453297905
150.5,0.9815374528248499
151.5,0.9850815682019324
152.5,0.9885925496282166
153.5,0.9920707520991721
154.5,0.9955165274167751
155.5,0.9989302241708223
156.5,1.0023121877231782
157.5,1.0056627601948056
158.5,1.0089822804554345
159.5,1.0122710841157239
160.5,1.015529503521789
161.5,1.0187578677519618
162.5,1.0219565026156636
163.5,1.0251257306542754
164.5,1.028265871143888
165.5,1.0313772400998347
166.5,1.034460150282897
167.5,1.0375149112070885
168.5,1.040541829148927
169.5,1.0435412071581016
170.5,1.0465133450694541
171.5,1.0494585395161933
172.5,1.052377083944262
173.5,1.05526926862779
174.5,1.0581353806855565
175.5,1.060975704098398
176.5,1.063790519727501
177.5,1.0665801053335138
178.5,1.0693447355964207
179.5,1.0720846821361298
180.5,1.0748002135337136
181.5,1.0774915953532564
182.5,1.080159090164264
183.5,1.082802957564584
184.5,1.0854234542037997
185.5,1.0880208338070556
186.5,1.0905953471992709
187.5,1.093147242329712
188.5,1.095676764296882
189.5,1.0981841553737002
190.5,1.1006696550329313
191.5,1.1031334999728464
192.5,1.1055759241430745
193.5,1.1079971587706297
194.5,1.1103974323860761
195.5,1.1127769708498194
196.5,1.11513599737849
197.5,1.1174747325714054
198.5,1.1197933944370855
